Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.105	0.14	0.7138	0.2998	0.2193	0.474	0.8201	0.9056	0.7494	
0.105	0.145	0.7125	0.2942	0.2155	0.4635	0.8195	0.9039	0.7494	
0.105	0.15	0.7125	0.2942	0.2155	0.4635	0.8195	0.9039	0.7494	
0.11	0.04	0.1434	0.2319	0.1311	1.0	0.032	1.0	0.0162	
0.11	0.045	0.1448	0.2322	0.1313	1.0	0.035	1.0	0.0178	
0.11	0.05	0.1455	0.2323	0.1314	1.0	0.0364	1.0	0.0186	
0.11	0.055	0.1488	0.233	0.1319	1.0	0.0439	1.0	0.0224	
0.11	0.06	0.1502	0.2314	0.131	0.9896	0.0497	0.9429	0.0255	
0.11	0.065	0.1522	0.2309	0.1308	0.9844	0.0555	0.925	0.0286	
0.11	0.07	0.1529	0.2244	0.1273	0.9479	0.0668	0.8182	0.0348	
0.11	0.075	0.1535	0.2168	0.1231	0.9062	0.0791	0.75	0.0418	
0.11	0.08	0.1556	0.2023	0.1152	0.8281	0.103	0.6857	0.0557	
0.11	0.085	0.1859	0.203	0.1162	0.8021	0.1679	0.7625	0.0944	
0.11	0.09	0.2411	0.2058	0.119	0.7604	0.2734	0.8217	0.164	
0.11	0.095	0.4545	0.2528	0.1536	0.7135	0.5705	0.9073	0.4161	
0.11	0.1	0.6626	0.3311	0.2226	0.6458	0.7744	0.9267	0.6651	
0.11	0.105	0.7704	0.3943	0.2992	0.5781	0.8583	0.9273	0.7989	
0.11	0.11	0.796	0.4094	0.3271	0.5469	0.8767	0.9253	0.8329	
0.11	0.115	0.7993	0.4016	0.3268	0.5208	0.8794	0.922	0.8407	
0.11	0.12	0.7973	0.3794	0.314	0.4792	0.8789	0.9161	0.8445	
0.11	0.125	0.796	0.3674	0.3066	0.4583	0.8784	0.9132	0.8461	
0.11	0.13	0.7926	0.3502	0.2943	0.4323	0.8766	0.9094	0.8461	
0.11	0.135	0.7926	0.3502	0.2943	0.4323	0.8766	0.9094	0.8461	
0.11	0.14	0.7912	0.3432	0.2893	0.4219	0.8759	0.9079	0.8461	
0.11	0.145	0.7899	0.3362	0.2842	0.4115	0.8752	0.9064	0.8461	
0.11	0.15	0.7899	0.3362	0.2842	0.4115	0.8752	0.9064	0.8461	
0.115	0.04	0.1441	0.232	0.1312	1.0	0.0335	1.0	0.017	
0.115	0.045	0.1461	0.2324	0.1315	1.0	0.0379	1.0	0.0193	
0.115	0.05	0.1468	0.2326	0.1316	1.0	0.0394	1.0	0.0201	
0.115	0.055	0.1502	0.2333	0.132	1.0	0.0468	1.0	0.024	
0.115	0.06	0.1515	0.2317	0.1312	0.9896	0.0526	0.9459	0.0271	
0.115	0.065	0.1535	0.2312	0.131	0.9844	0.0584	0.9286	0.0302	
0.115	0.07	0.1542	0.2247	0.1275	0.9479	0.0696	0.8246	0.0363	
0.115	0.075	0.1556	0.2172	0.1234	0.9062	0.0833	0.76	0.0441	
0.115	0.08	0.1569	0.2015	0.1148	0.8229	0.107	0.6881	0.058	
0.115	0.085	0.1879	0.2013	0.1153	0.7917	0.174	0.7605	0.0982	
0.115	0.09	0.2444	0.2043	0.1182	0.75	0.2808	0.8202	0.1694	
0.115	0.095	0.4687	0.2535	0.1549	0.6979	0.5876	0.9065	0.4346	
0.115	0.1	0.6976	0.3502	0.2425	0.6302	0.803	0.928	0.7077	
0.115	0.105	0.8242	0.4528	0.3789	0.5625	0.8953	0.93	0.8631	
0.115	0.11	0.8572	0.4854	0.4545	0.5208	0.9171	0.9273	0.9072	
0.115	0.115	0.862	0.4757	0.4673	0.4844	0.9205	0.923	0.918	
0.115	0.12	0.8593	0.4456	0.4541	0.4375	0.9194	0.9169	0.9219	
0.115	0.125	0.8566	0.4228	0.4407	0.4062	0.9181	0.9128	0.9234	
0.115	0.13	0.8532	0.4011	0.4244	0.3802	0.9163	0.9094	0.9234	
0.115	0.135	0.8512	0.3878	0.4142	0.3646	0.9153	0.9073	0.9234	
0.115	0.14	0.8498	0.3788	0.4072	0.3542	0.9146	0.9059	0.9234	
0.115	0.145	0.8485	0.3697	0.4	0.3438	0.9139	0.9045	0.9234	
0.115	0.15	0.8485	0.3697	0.4	0.3438	0.9139	0.9045	0.9234	
0.12	0.04	0.1441	0.232	0.1312	1.0	0.0335	1.0	0.017	
0.12	0.045	0.1468	0.2326	0.1316	1.0	0.0394	1.0	0.0201	
0.12	0.05	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.12	0.055	0.1508	0.2334	0.1321	1.0	0.0483	1.0	0.0247	
0.12	0.06	0.1522	0.2318	0.1313	0.9896	0.0541	0.9474	0.0278	
0.12	0.065	0.1549	0.2315	0.1312	0.9844	0.0613	0.9318	0.0317	
0.12	0.07	0.1556	0.225	0.1276	0.9479	0.0725	0.8305	0.0379	
0.12	0.075	0.1569	0.2175	0.1236	0.9062	0.0861	0.7662	0.0456	
0.12	0.08	0.1596	0.202	0.1152	0.8229	0.1124	0.6991	0.0611	
0.12	0.085	0.1906	0.2019	0.1157	0.7917	0.179	0.7661	0.1013	
0.12	0.09	0.2485	0.2051	0.1188	0.75	0.2874	0.8242	0.174	
0.12	0.095	0.4768	0.2565	0.1571	0.6979	0.5964	0.9082	0.4439	
0.12	0.1	0.7145	0.3634	0.2553	0.6302	0.816	0.9298	0.727	
0.12	0.105	0.8451	0.482	0.4246	0.5573	0.9089	0.9311	0.8879	
0.12	0.11	0.8801	0.5241	0.5385	0.5104	0.9314	0.9279	0.935	
0.12	0.115	0.8875	0.5215	0.5796	0.474	0.9363	0.9239	0.949	
0.12	0.12	0.8862	0.4925	0.5816	0.4271	0.9359	0.9182	0.9544	
0.12	0.125	0.8815	0.4534	0.5615	0.3802	0.9335	0.9122	0.9559	
0.12	0.13	0.8781	0.429	0.544	0.3542	0.9318	0.9088	0.9559	
0.12	0.135	0.8754	0.4089	0.5289	0.3333	0.9304	0.9062	0.9559	
0.12	0.14	0.8741	0.3987	0.521	0.3229	0.9297	0.9048	0.9559	
0.12	0.145	0.8727	0.3883	0.5128	0.3125	0.929	0.9035	0.9559	
0.12	0.15	0.8727	0.3883	0.5128	0.3125	0.929	0.9035	0.9559	
0.125	0.04	0.1441	0.232	0.1312	1.0	0.0335	1.0	0.017	
0.125	0.045	0.1468	0.2326	0.1316	1.0	0.0394	1.0	0.0201	
0.125	0.05	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.125	0.055	0.1508	0.2334	0.1321	1.0	0.0483	1.0	0.0247	
0.125	0.06	0.1522	0.2318	0.1313	0.9896	0.0541	0.9474	0.0278	
0.125	0.065	0.1549	0.2315	0.1312	0.9844	0.0613	0.9318	0.0317	
0.125	0.07	0.1556	0.224	0.1271	0.9427	0.0739	0.8197	0.0387	
0.125	0.075	0.1569	0.2165	0.123	0.901	0.0875	0.7595	0.0464	
0.125	0.08	0.1603	0.2012	0.1147	0.8177	0.115	0.6983	0.0626	
0.125	0.085	0.1919	0.2011	0.1153	0.7865	0.1826	0.7657	0.1036	
0.125	0.09	0.2525	0.2049	0.1188	0.7448	0.2948	0.8256	0.1794	
0.125	0.095	0.4808	0.2551	0.1566	0.6875	0.6016	0.9065	0.4501	
0.125	0.1	0.7239	0.3673	0.261	0.6198	0.8234	0.9291	0.7394	
0.125	0.105	0.8579	0.494	0.4578	0.5365	0.9174	0.9294	0.9056	
0.125	0.11	0.8949	0.5465	0.6184	0.4896	0.9406	0.9265	0.9551	
0.125	0.115	0.9017	0.535	0.6885	0.4375	0.945	0.9208	0.9706	
0.125	0.12	0.8997	0.4983	0.7048	0.3854	0.9443	0.9145	0.976	
0.125	0.125	0.8949	0.4545	0.6915	0.3385	0.9419	0.9087	0.9776	
0.125	0.13	0.8916	0.427	0.6742	0.3125	0.9401	0.9054	0.9776	
0.125	0.135	0.8889	0.4043	0.6588	0.2917	0.9387	0.9029	0.9776	
0.125	0.14	0.8869	0.3869	0.6463	0.276	0.9377	0.9009	0.9776	
0.125	0.145	0.8855	0.375	0.6375	0.2656	0.937	0.8996	0.9776	
0.125	0.15	0.8855	0.375	0.6375	0.2656	0.937	0.8996	0.9776	
0.13	0.04	0.1441	0.232	0.1312	1.0	0.0335	1.0	0.017	
0.13	0.045	0.1468	0.2326	0.1316	1.0	0.0394	1.0	0.0201	
0.13	0.05	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.13	0.055	0.1508	0.2334	0.1321	1.0	0.0483	1.0	0.0247	
0.13	0.06	0.1522	0.2318	0.1313	0.9896	0.0541	0.9474	0.0278	
0.13	0.065	0.1549	0.2315	0.1312	0.9844	0.0613	0.9318	0.0317	
0.13	0.07	0.1556	0.224	0.1271	0.9427	0.0739	0.8197	0.0387	
0.13	0.075	0.1569	0.2165	0.123	0.901	0.0875	0.7595	0.0464	
0.13	0.08	0.1603	0.2012	0.1147	0.8177	0.115	0.6983	0.0626	
0.13	0.085	0.1926	0.2012	0.1154	0.7865	0.1838	0.767	0.1044	
0.13	0.09	0.2525	0.2037	0.1181	0.7396	0.2957	0.8233	0.1802	
0.13	0.095	0.4835	0.2546	0.1565	0.6823	0.6048	0.9059	0.454	
0.13	0.1	0.7266	0.3636	0.2601	0.6042	0.8259	0.9269	0.7448	
0.13	0.105	0.862	0.4913	0.4692	0.5156	0.9201	0.927	0.9134	
0.13	0.11	0.899	0.5427	0.6544	0.4635	0.9432	0.9236	0.9637	
0.13	0.115	0.9057	0.5302	0.7453	0.4115	0.9476	0.9181	0.9791	
0.13	0.12	0.9037	0.48	0.7952	0.3438	0.9469	0.9101	0.9869	
0.13	0.125	0.899	0.4318	0.7917	0.2969	0.9446	0.9045	0.9884	
0.13	0.13	0.8949	0.3953	0.7727	0.2656	0.9425	0.9006	0.9884	
0.13	0.135	0.8923	0.3701	0.7581	0.2448	0.9411	0.8981	0.9884	
0.13	0.14	0.8902	0.3506	0.7458	0.2292	0.9401	0.8962	0.9884	
0.13	0.145	0.8889	0.3373	0.7368	0.2188	0.9394	0.895	0.9884	
0.13	0.15	0.8882	0.3306	0.7321	0.2135	0.939	0.8943	0.9884	
0.135	0.04	0.1448	0.2322	0.1313	1.0	0.035	1.0	0.0178	
0.135	0.045	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.135	0.05	0.1481	0.2329	0.1318	1.0	0.0424	1.0	0.0217	
0.135	0.055	0.1515	0.2336	0.1322	1.0	0.0498	1.0	0.0255	
0.135	0.06	0.1529	0.232	0.1314	0.9896	0.0556	0.9487	0.0286	
0.135	0.065	0.1556	0.2316	0.1313	0.9844	0.0628	0.9333	0.0325	
0.135	0.07	0.1562	0.2241	0.1272	0.9427	0.0753	0.8226	0.0394	
0.135	0.075	0.1576	0.2167	0.1231	0.901	0.0889	0.7625	0.0472	
0.135	0.08	0.1609	0.2013	0.1148	0.8177	0.1163	0.7009	0.0634	
0.135	0.085	0.1933	0.2013	0.1154	0.7865	0.185	0.7684	0.1052	
0.135	0.09	0.2532	0.2027	0.1176	0.7344	0.2977	0.8217	0.1817	
0.135	0.095	0.4855	0.2524	0.1554	0.6719	0.6078	0.9038	0.4578	
0.135	0.1	0.7286	0.3593	0.2586	0.5885	0.8279	0.9246	0.7494	
0.135	0.105	0.8653	0.4898	0.48	0.5	0.9224	0.9253	0.9196	
0.135	0.11	0.9003	0.5287	0.6803	0.4323	0.9443	0.92	0.9698	
0.135	0.115	0.9071	0.5141	0.7935	0.3802	0.9486	0.9146	0.9853	
0.135	0.12	0.9044	0.4538	0.8676	0.3073	0.9476	0.9061	0.993	
0.135	0.125	0.899	0.3952	0.875	0.2552	0.9449	0.8999	0.9946	
0.135	0.13	0.8949	0.3554	0.86	0.224	0.9428	0.8962	0.9946	
0.135	0.135	0.8923	0.3277	0.8478	0.2031	0.9414	0.8937	0.9946	
0.135	0.14	0.8902	0.3064	0.8372	0.1875	0.9404	0.8918	0.9946	
0.135	0.145	0.8889	0.2918	0.8293	0.1771	0.9397	0.8906	0.9946	
0.135	0.15	0.8882	0.2845	0.825	0.1719	0.9394	0.89	0.9946	
0.14	0.04	0.1448	0.2322	0.1313	1.0	0.035	1.0	0.0178	
0.14	0.045	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.14	0.05	0.1481	0.2329	0.1318	1.0	0.0424	1.0	0.0217	
0.14	0.055	0.1515	0.2336	0.1322	1.0	0.0498	1.0	0.0255	
0.14	0.06	0.1529	0.232	0.1314	0.9896	0.0556	0.9487	0.0286	
0.14	0.065	0.1556	0.2316	0.1313	0.9844	0.0628	0.9333	0.0325	
0.14	0.07	0.1562	0.2241	0.1272	0.9427	0.0753	0.8226	0.0394	
0.14	0.075	0.1576	0.2167	0.1231	0.901	0.0889	0.7625	0.0472	
0.14	0.08	0.1609	0.2013	0.1148	0.8177	0.1163	0.7009	0.0634	
0.14	0.085	0.1933	0.2013	0.1154	0.7865	0.185	0.7684	0.1052	
0.14	0.09	0.2532	0.2027	0.1176	0.7344	0.2977	0.8217	0.1817	
0.14	0.095	0.4855	0.2524	0.1554	0.6719	0.6078	0.9038	0.4578	
0.14	0.1	0.7293	0.3599	0.2592	0.5885	0.8284	0.9247	0.7502	
0.14	0.105	0.866	0.491	0.4824	0.5	0.9228	0.9253	0.9203	
0.14	0.11	0.901	0.5273	0.6891	0.4271	0.9447	0.9195	0.9714	
0.14	0.115	0.9091	0.5161	0.8276	0.375	0.9498	0.9142	0.9884	
0.14	0.12	0.9064	0.4549	0.9206	0.3021	0.9488	0.9058	0.9961	
0.14	0.125	0.9003	0.3833	0.9583	0.2396	0.9458	0.8984	0.9985	
0.14	0.13	0.8963	0.3419	0.9524	0.2083	0.9437	0.8947	0.9985	
0.14	0.135	0.8929	0.3057	0.9459	0.1823	0.942	0.8916	0.9985	
0.14	0.14	0.8909	0.2832	0.9412	0.1667	0.941	0.8897	0.9985	
0.14	0.145	0.8896	0.2679	0.9375	0.1562	0.9403	0.8885	0.9985	
0.14	0.15	0.8889	0.2601	0.9355	0.151	0.9399	0.8879	0.9985	
0.145	0.04	0.1448	0.2322	0.1313	1.0	0.035	1.0	0.0178	
0.145	0.045	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.145	0.05	0.1481	0.2329	0.1318	1.0	0.0424	1.0	0.0217	
0.145	0.055	0.1515	0.2336	0.1322	1.0	0.0498	1.0	0.0255	
0.145	0.06	0.1529	0.232	0.1314	0.9896	0.0556	0.9487	0.0286	
0.145	0.065	0.1556	0.2316	0.1313	0.9844	0.0628	0.9333	0.0325	
0.145	0.07	0.1562	0.2241	0.1272	0.9427	0.0753	0.8226	0.0394	
0.145	0.075	0.1576	0.2167	0.1231	0.901	0.0889	0.7625	0.0472	
0.145	0.08	0.1609	0.2013	0.1148	0.8177	0.1163	0.7009	0.0634	
0.145	0.085	0.1933	0.2013	0.1154	0.7865	0.185	0.7684	0.1052	
0.145	0.09	0.2532	0.2027	0.1176	0.7344	0.2977	0.8217	0.1817	
0.145	0.095	0.4855	0.2524	0.1554	0.6719	0.6078	0.9038	0.4578	
0.145	0.1	0.7293	0.3599	0.2592	0.5885	0.8284	0.9247	0.7502	
0.145	0.105	0.866	0.491	0.4824	0.5	0.9228	0.9253	0.9203	
0.145	0.11	0.9017	0.529	0.6949	0.4271	0.9451	0.9195	0.9722	
0.145	0.115	0.9098	0.518	0.8372	0.375	0.9502	0.9142	0.9892	
0.145	0.12	0.9071	0.4567	0.9355	0.3021	0.9492	0.9058	0.9969	
0.145	0.125	0.901	0.3849	0.9787	0.2396	0.9462	0.8985	0.9992	
0.145	0.13	0.897	0.3433	0.9756	0.2083	0.9441	0.8947	0.9992	
0.145	0.135	0.8936	0.307	0.9722	0.1823	0.9424	0.8916	0.9992	
0.145	0.14	0.8916	0.2844	0.9697	0.1667	0.9413	0.8898	0.9992	
0.145	0.145	0.8902	0.2691	0.9677	0.1562	0.9407	0.8886	0.9992	
0.145	0.15	0.8896	0.2613	0.9667	0.151	0.9403	0.888	0.9992	
0.15	0.04	0.1448	0.2322	0.1313	1.0	0.035	1.0	0.0178	
0.15	0.045	0.1475	0.2327	0.1317	1.0	0.0409	1.0	0.0209	
0.15	0.05	0.1481	0.2329	0.1318	1.0	0.0424	1.0	0.0217	
0.15	0.055	0.1515	0.2336	0.1322	1.0	0.0498	1.0	0.0255	
0.15	0.06	0.1529	0.232	0.1314	0.9896	0.0556	0.9487	0.0286	
0.15	0.065	0.1556	0.2316	0.1313	0.9844	0.0628	0.9333	0.0325	
0.15	0.07	0.1562	0.2241	0.1272	0.9427	0.0753	0.8226	0.0394	
0.15	0.075	0.1576	0.2167	0.1231	0.901	0.0889	0.7625	0.0472	
0.15	0.08	0.1609	0.2013	0.1148	0.8177	0.1163	0.7009	0.0634	
0.15	0.085	0.1933	0.2013	0.1154	0.7865	0.185	0.7684	0.1052	
0.15	0.09	0.2525	0.2014	0.1169	0.7292	0.2975	0.8188	0.1817	
0.15	0.095	0.4848	0.2507	0.1544	0.6667	0.6075	0.9024	0.4578	
0.15	0.1	0.7279	0.3546	0.2558	0.5781	0.8276	0.9229	0.7502	
0.15	0.105	0.8646	0.4806	0.4769	0.4844	0.9222	0.9233	0.9211	
0.15	0.11	0.8997	0.5115	0.6903	0.4062	0.9441	0.9169	0.9729	
0.15	0.115	0.9071	0.4926	0.8375	0.349	0.9489	0.911	0.9899	
0.15	0.12	0.9044	0.4274	0.9464	0.276	0.9478	0.9027	0.9977	
0.15	0.125	0.8976	0.3448	1.0	0.2083	0.9445	0.8948	1.0	
0.15	0.13	0.8936	0.3009	1.0	0.1771	0.9424	0.8911	1.0	
0.15	0.135	0.8902	0.2624	1.0	0.151	0.9407	0.888	1.0	
0.15	0.14	0.8882	0.2385	1.0	0.1354	0.9397	0.8862	1.0	
0.15	0.145	0.8869	0.2222	1.0	0.125	0.939	0.885	1.0	
0.15	0.15	0.8862	0.214	1.0	0.1198	0.9387	0.8844	1.0	
