Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.024	0.078	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.08	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.082	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.084	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.086	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.088	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.09	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.092	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.094	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.096	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.098	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.1	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.102	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.104	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.106	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.108	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.11	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.112	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.114	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.116	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.118	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.12	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.122	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.124	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.126	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.128	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.13	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.132	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.134	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.136	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.138	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.14	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.142	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.144	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.146	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.148	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.15	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.152	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.154	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.156	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.158	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.16	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.162	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.164	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.166	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.168	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.17	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.172	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.174	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.176	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.178	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.18	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.182	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.184	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.186	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.188	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.19	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
0.024	0.192	0.1293	0.229	0.1293	1.0	0.0	0.0	0.0	
