Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.41	0.13	0.1906	0.2421	0.1377	1.0	0.1315	1.0	0.0704	
0.42	0.13	0.1906	0.2421	0.1377	1.0	0.1315	1.0	0.0704	
0.43	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.44	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.45	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.46	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.47	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.48	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.49	0.13	0.1912	0.2423	0.1378	1.0	0.1329	1.0	0.0712	
0.5	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.51	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.52	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.53	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.54	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.55	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.56	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.57	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.58	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.59	0.13	0.1919	0.2424	0.1379	1.0	0.1342	1.0	0.0719	
0.6	0.13	0.1926	0.2426	0.138	1.0	0.1355	1.0	0.0727	
0.61	0.13	0.1926	0.2426	0.138	1.0	0.1355	1.0	0.0727	
0.62	0.13	0.1926	0.2426	0.138	1.0	0.1355	1.0	0.0727	
0.63	0.13	0.1926	0.2426	0.138	1.0	0.1355	1.0	0.0727	
0.64	0.13	0.1926	0.2426	0.138	1.0	0.1355	1.0	0.0727	
