Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.12	0.73	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.74	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.75	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.76	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.77	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.78	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.79	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.8	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.81	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.82	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.83	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.84	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.85	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.86	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.87	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.88	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.89	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.12	0.9	0.1865	0.2325	0.1324	0.9531	0.1347	0.9126	0.0727	
0.13	0.1	0.1475	0.2309	0.1307	0.9896	0.0438	0.9355	0.0224	
0.13	0.11	0.1623	0.234	0.1327	0.9896	0.0758	0.9623	0.0394	
0.13	0.12	0.1838	0.2377	0.1352	0.9844	0.1217	0.9655	0.065	
0.13	0.13	0.1987	0.2401	0.1368	0.9792	0.1524	0.964	0.0828	
0.13	0.14	0.2088	0.2405	0.1373	0.9688	0.1743	0.9538	0.0959	
0.13	0.15	0.2081	0.2374	0.1356	0.9531	0.1765	0.9333	0.0974	
0.13	0.16	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.17	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.18	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.19	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.2	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.21	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.22	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.23	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.24	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.25	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.26	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.27	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.28	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.29	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.3	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.31	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.32	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.33	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.34	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.35	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.36	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.37	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.38	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.39	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.4	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.41	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.42	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.43	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.44	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.45	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.46	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.47	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.48	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.49	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.5	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.51	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.52	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.53	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.54	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.55	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.56	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.57	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.58	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.59	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.6	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.61	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.62	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.63	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.64	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.65	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.66	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.67	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.68	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.69	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.7	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.71	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.72	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.73	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.74	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.75	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.76	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.77	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.78	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.79	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.8	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
0.13	0.81	0.2081	0.2364	0.135	0.9479	0.1776	0.927	0.0982	
