Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.105	0.135	0.829	0.548	0.4162	0.8021	0.8945	0.9659	0.8329	
0.105	0.14	0.8283	0.5455	0.4146	0.7969	0.8941	0.9651	0.8329	
0.105	0.145	0.8276	0.5429	0.413	0.7917	0.8938	0.9642	0.8329	
0.105	0.15	0.8283	0.5438	0.4142	0.7917	0.8942	0.9642	0.8337	
0.11	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.11	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.11	0.05	0.5192	0.3413	0.2074	0.9635	0.6214	0.9882	0.4532	
0.11	0.055	0.5589	0.3572	0.2201	0.9479	0.6643	0.9848	0.5012	
0.11	0.06	0.602	0.3746	0.2351	0.9219	0.7081	0.9795	0.5545	
0.11	0.065	0.6364	0.3933	0.2507	0.9115	0.7404	0.9784	0.5955	
0.11	0.07	0.668	0.4124	0.2674	0.901	0.7687	0.9773	0.6334	
0.11	0.075	0.701	0.438	0.2893	0.901	0.7963	0.9786	0.6713	
0.11	0.08	0.7212	0.4524	0.3032	0.8906	0.813	0.9772	0.6961	
0.11	0.085	0.7461	0.4727	0.3231	0.8802	0.8328	0.9761	0.7262	
0.11	0.09	0.7657	0.4897	0.3408	0.8698	0.8479	0.9749	0.7502	
0.11	0.095	0.7919	0.5149	0.3685	0.8542	0.8676	0.9731	0.7827	
0.11	0.1	0.8135	0.5391	0.3961	0.8438	0.8831	0.9721	0.809	
0.11	0.105	0.8269	0.5561	0.416	0.8385	0.8925	0.9718	0.8252	
0.11	0.11	0.835	0.5648	0.4286	0.8281	0.8982	0.9704	0.836	
0.11	0.115	0.8384	0.5652	0.4333	0.8125	0.9007	0.968	0.8422	
0.11	0.12	0.8424	0.5699	0.4403	0.8073	0.9035	0.9673	0.8476	
0.11	0.125	0.8465	0.5762	0.448	0.8073	0.9062	0.9675	0.8523	
0.11	0.13	0.8465	0.573	0.4474	0.7969	0.9064	0.9659	0.8538	
0.11	0.135	0.8431	0.5595	0.4392	0.7708	0.9045	0.9617	0.8538	
0.11	0.14	0.8424	0.5568	0.4375	0.7656	0.9042	0.9608	0.8538	
0.11	0.145	0.8418	0.5541	0.4358	0.7604	0.9038	0.96	0.8538	
0.11	0.15	0.8424	0.5551	0.4371	0.7604	0.9043	0.96	0.8546	
0.115	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.115	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.115	0.05	0.5192	0.3413	0.2074	0.9635	0.6214	0.9882	0.4532	
0.115	0.055	0.5589	0.3572	0.2201	0.9479	0.6643	0.9848	0.5012	
0.115	0.06	0.602	0.3746	0.2351	0.9219	0.7081	0.9795	0.5545	
0.115	0.065	0.6364	0.3933	0.2507	0.9115	0.7404	0.9784	0.5955	
0.115	0.07	0.668	0.4124	0.2674	0.901	0.7687	0.9773	0.6334	
0.115	0.075	0.7017	0.4385	0.2898	0.901	0.7969	0.9786	0.6721	
0.115	0.08	0.7226	0.4536	0.3043	0.8906	0.8141	0.9772	0.6976	
0.115	0.085	0.7488	0.4754	0.3256	0.8802	0.8349	0.9762	0.7293	
0.115	0.09	0.769	0.4934	0.3443	0.8698	0.8504	0.975	0.7541	
0.115	0.095	0.7973	0.5215	0.3753	0.8542	0.8714	0.9733	0.7889	
0.115	0.1	0.8215	0.5486	0.4076	0.8385	0.8888	0.9716	0.819	
0.115	0.105	0.8357	0.5674	0.4301	0.8333	0.8986	0.9712	0.836	
0.115	0.11	0.8451	0.5788	0.4463	0.8229	0.9051	0.9699	0.8484	
0.115	0.115	0.8485	0.5779	0.4516	0.8021	0.9077	0.9668	0.8554	
0.115	0.12	0.8539	0.5851	0.4622	0.7969	0.9113	0.9662	0.8623	
0.115	0.125	0.8586	0.593	0.4722	0.7969	0.9144	0.9664	0.8677	
0.115	0.13	0.8586	0.5898	0.4719	0.7865	0.9146	0.9648	0.8693	
0.115	0.135	0.8572	0.5794	0.4679	0.7604	0.914	0.9608	0.8716	
0.115	0.14	0.8566	0.5765	0.4662	0.7552	0.9137	0.96	0.8716	
0.115	0.145	0.8559	0.5737	0.4645	0.75	0.9133	0.9591	0.8716	
0.115	0.15	0.8566	0.5749	0.466	0.75	0.9137	0.9592	0.8724	
0.12	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.12	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.12	0.05	0.5192	0.3413	0.2074	0.9635	0.6214	0.9882	0.4532	
0.12	0.055	0.5582	0.3556	0.2191	0.9427	0.6639	0.9833	0.5012	
0.12	0.06	0.602	0.3733	0.2344	0.9167	0.7084	0.9782	0.5553	
0.12	0.065	0.6364	0.3919	0.25	0.9062	0.7406	0.9772	0.5963	
0.12	0.07	0.6673	0.4091	0.2655	0.8906	0.7685	0.975	0.6342	
0.12	0.075	0.701	0.4351	0.2879	0.8906	0.7967	0.9764	0.6729	
0.12	0.08	0.7219	0.4501	0.3023	0.8802	0.8139	0.9752	0.6984	
0.12	0.085	0.7475	0.4696	0.3223	0.8646	0.8343	0.9732	0.7301	
0.12	0.09	0.7677	0.4874	0.341	0.8542	0.8498	0.9721	0.7548	
0.12	0.095	0.796	0.5152	0.3718	0.8385	0.8708	0.9705	0.7896	
0.12	0.1	0.8222	0.5433	0.4067	0.8177	0.8896	0.9682	0.8229	
0.12	0.105	0.8364	0.5622	0.4298	0.8125	0.8994	0.9679	0.8399	
0.12	0.11	0.8478	0.5768	0.4503	0.8021	0.9072	0.9668	0.8546	
0.12	0.115	0.8532	0.5792	0.4601	0.7812	0.9111	0.9638	0.8639	
0.12	0.12	0.8593	0.5878	0.473	0.776	0.9151	0.9632	0.8716	
0.12	0.125	0.864	0.5944	0.4837	0.7708	0.9183	0.9627	0.8778	
0.12	0.13	0.8667	0.5959	0.4899	0.7604	0.9202	0.9612	0.8824	
0.12	0.135	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.14	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.145	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.15	0.866	0.5828	0.4877	0.724	0.9202	0.9558	0.8871	
0.125	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.125	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.125	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.125	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.125	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.125	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.125	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.125	0.075	0.7017	0.4357	0.2884	0.8906	0.7973	0.9765	0.6736	
0.125	0.08	0.7232	0.4513	0.3034	0.8802	0.8149	0.9752	0.6999	
0.125	0.085	0.7488	0.4709	0.3236	0.8646	0.8353	0.9733	0.7316	
0.125	0.09	0.7697	0.4896	0.3431	0.8542	0.8513	0.9722	0.7572	
0.125	0.095	0.7987	0.5185	0.3753	0.8385	0.8727	0.9706	0.7927	
0.125	0.1	0.8263	0.549	0.4132	0.8177	0.8924	0.9683	0.8275	
0.125	0.105	0.8424	0.5714	0.4407	0.8125	0.9035	0.9682	0.8469	
0.125	0.11	0.8539	0.5867	0.4625	0.8021	0.9112	0.967	0.8616	
0.125	0.115	0.8599	0.5906	0.4747	0.7812	0.9155	0.9641	0.8716	
0.125	0.12	0.868	0.6032	0.4934	0.776	0.9208	0.9637	0.8817	
0.125	0.125	0.8734	0.6116	0.5068	0.7708	0.9244	0.9631	0.8886	
0.125	0.13	0.8761	0.6118	0.5142	0.7552	0.9263	0.9609	0.894	
0.125	0.135	0.8781	0.6074	0.5204	0.7292	0.9279	0.9572	0.9002	
0.125	0.14	0.8774	0.6026	0.5188	0.7188	0.9275	0.9557	0.901	
0.125	0.145	0.8768	0.5996	0.517	0.7135	0.9272	0.9549	0.901	
0.125	0.15	0.8774	0.6009	0.5189	0.7135	0.9276	0.955	0.9018	
0.13	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.13	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.13	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.13	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.13	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.13	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.13	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.13	0.075	0.7017	0.4357	0.2884	0.8906	0.7973	0.9765	0.6736	
0.13	0.08	0.7232	0.4513	0.3034	0.8802	0.8149	0.9752	0.6999	
0.13	0.085	0.7495	0.4716	0.3242	0.8646	0.8358	0.9733	0.7324	
0.13	0.09	0.771	0.4895	0.3439	0.849	0.8524	0.9713	0.7595	
0.13	0.095	0.8	0.5186	0.3765	0.8333	0.8738	0.9698	0.7951	
0.13	0.1	0.8276	0.5493	0.4149	0.8125	0.8934	0.9675	0.8299	
0.13	0.105	0.8444	0.573	0.4441	0.8073	0.9049	0.9674	0.85	
0.13	0.11	0.8566	0.5896	0.4679	0.7969	0.9131	0.9663	0.8654	
0.13	0.115	0.8646	0.5972	0.4853	0.776	0.9187	0.9635	0.8778	
0.13	0.12	0.8741	0.6128	0.5086	0.7708	0.9248	0.9631	0.8894	
0.13	0.125	0.8801	0.6213	0.5252	0.7604	0.9288	0.9619	0.8979	
0.13	0.13	0.8828	0.6217	0.5336	0.7448	0.9307	0.9597	0.9033	
0.13	0.135	0.8848	0.6174	0.5412	0.7188	0.9322	0.9561	0.9095	
0.13	0.14	0.8848	0.614	0.5418	0.7083	0.9323	0.9546	0.9111	
0.13	0.145	0.8848	0.6122	0.5422	0.7031	0.9324	0.9539	0.9118	
0.13	0.15	0.8862	0.615	0.5466	0.7031	0.9332	0.954	0.9134	
0.135	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.135	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.135	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.135	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.135	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.135	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.135	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.135	0.075	0.7017	0.4357	0.2884	0.8906	0.7973	0.9765	0.6736	
0.135	0.08	0.7232	0.4513	0.3034	0.8802	0.8149	0.9752	0.6999	
0.135	0.085	0.7495	0.4716	0.3242	0.8646	0.8358	0.9733	0.7324	
0.135	0.09	0.771	0.4895	0.3439	0.849	0.8524	0.9713	0.7595	
0.135	0.095	0.7993	0.5162	0.375	0.8281	0.8734	0.9689	0.7951	
0.135	0.1	0.8269	0.5467	0.4133	0.8073	0.8931	0.9667	0.8299	
0.135	0.105	0.8438	0.5704	0.4425	0.8021	0.9045	0.9666	0.85	
0.135	0.11	0.8572	0.5875	0.4689	0.7865	0.9137	0.9647	0.8677	
0.135	0.115	0.8653	0.5935	0.4867	0.7604	0.9193	0.9612	0.8809	
0.135	0.12	0.8747	0.6092	0.5106	0.7552	0.9254	0.9609	0.8925	
0.135	0.125	0.8815	0.6174	0.5299	0.7396	0.9299	0.9589	0.9026	
0.135	0.13	0.8842	0.6178	0.5388	0.724	0.9317	0.9568	0.908	
0.135	0.135	0.8875	0.6161	0.5514	0.6979	0.9341	0.9533	0.9157	
0.135	0.14	0.8882	0.614	0.5546	0.6875	0.9346	0.9519	0.918	
0.135	0.145	0.8882	0.6121	0.5551	0.6823	0.9347	0.9512	0.9188	
0.135	0.15	0.8902	0.6165	0.5622	0.6823	0.936	0.9513	0.9211	
0.14	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.14	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.14	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.14	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.14	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.14	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.14	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.14	0.075	0.7017	0.4357	0.2884	0.8906	0.7973	0.9765	0.6736	
0.14	0.08	0.7232	0.4513	0.3034	0.8802	0.8149	0.9752	0.6999	
0.14	0.085	0.7495	0.4716	0.3242	0.8646	0.8358	0.9733	0.7324	
0.14	0.09	0.771	0.4895	0.3439	0.849	0.8524	0.9713	0.7595	
0.14	0.095	0.7993	0.5162	0.375	0.8281	0.8734	0.9689	0.7951	
0.14	0.1	0.8269	0.5467	0.4133	0.8073	0.8931	0.9667	0.8299	
0.14	0.105	0.8431	0.5677	0.4409	0.7969	0.9042	0.9657	0.85	
0.14	0.11	0.8559	0.582	0.4656	0.776	0.9129	0.9631	0.8677	
0.14	0.115	0.864	0.5878	0.4832	0.75	0.9185	0.9596	0.8809	
0.14	0.12	0.8741	0.6047	0.5089	0.7448	0.9251	0.9593	0.8933	
0.14	0.125	0.8815	0.6123	0.5305	0.724	0.93	0.9567	0.9049	
0.14	0.13	0.8855	0.6154	0.544	0.7083	0.9328	0.9547	0.9118	
0.14	0.135	0.8896	0.615	0.5598	0.6823	0.9355	0.9512	0.9203	
0.14	0.14	0.8909	0.6143	0.5658	0.6719	0.9365	0.9499	0.9234	
0.14	0.145	0.8882	0.599	0.5586	0.6458	0.9351	0.9462	0.9242	
0.14	0.15	0.8909	0.6049	0.5688	0.6458	0.9367	0.9463	0.9273	
0.145	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.145	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.145	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.145	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.145	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.145	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.145	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.145	0.075	0.7017	0.4357	0.2884	0.8906	0.7973	0.9765	0.6736	
0.145	0.08	0.7232	0.4513	0.3034	0.8802	0.8149	0.9752	0.6999	
0.145	0.085	0.7495	0.4716	0.3242	0.8646	0.8358	0.9733	0.7324	
0.145	0.09	0.771	0.4895	0.3439	0.849	0.8524	0.9713	0.7595	
0.145	0.095	0.7993	0.5162	0.375	0.8281	0.8734	0.9689	0.7951	
0.145	0.1	0.8269	0.5467	0.4133	0.8073	0.8931	0.9667	0.8299	
0.145	0.105	0.8431	0.5677	0.4409	0.7969	0.9042	0.9657	0.85	
0.145	0.11	0.8559	0.582	0.4656	0.776	0.9129	0.9631	0.8677	
0.145	0.115	0.864	0.5878	0.4832	0.75	0.9185	0.9596	0.8809	
0.145	0.12	0.8741	0.6047	0.5089	0.7448	0.9251	0.9593	0.8933	
0.145	0.125	0.8835	0.6164	0.5367	0.724	0.9313	0.9568	0.9072	
0.145	0.13	0.8889	0.6224	0.5551	0.7083	0.9349	0.9548	0.9157	
0.145	0.135	0.8936	0.6238	0.5746	0.6823	0.938	0.9515	0.925	
0.145	0.14	0.8949	0.6195	0.5826	0.6615	0.9391	0.9487	0.9296	
0.145	0.145	0.8929	0.6055	0.5782	0.6354	0.9381	0.9451	0.9312	
0.145	0.15	0.897	0.6146	0.5951	0.6354	0.9405	0.9453	0.9358	
0.15	0.04	0.4593	0.3178	0.1898	0.974	0.5521	0.99	0.3828	
0.15	0.045	0.4923	0.3316	0.1998	0.974	0.5907	0.9909	0.4207	
0.15	0.05	0.5199	0.3416	0.2076	0.9635	0.6222	0.9882	0.454	
0.15	0.055	0.5589	0.3559	0.2194	0.9427	0.6646	0.9833	0.5019	
0.15	0.06	0.6027	0.3737	0.2347	0.9167	0.7091	0.9782	0.5561	
0.15	0.065	0.637	0.3923	0.2504	0.9062	0.7412	0.9772	0.5971	
0.15	0.07	0.668	0.4096	0.2659	0.8906	0.7691	0.9751	0.635	
0.15	0.075	0.701	0.4337	0.2872	0.8854	0.7969	0.9754	0.6736	
0.15	0.08	0.7226	0.4492	0.3022	0.875	0.8146	0.9742	0.6999	
0.15	0.085	0.7488	0.4694	0.3229	0.8594	0.8355	0.9723	0.7324	
0.15	0.09	0.7704	0.4872	0.3425	0.8438	0.8521	0.9704	0.7595	
0.15	0.095	0.7987	0.5138	0.3735	0.8229	0.873	0.968	0.7951	
0.15	0.1	0.8256	0.5416	0.4102	0.7969	0.8923	0.9649	0.8299	
0.15	0.105	0.8418	0.5624	0.4377	0.7865	0.9034	0.964	0.85	
0.15	0.11	0.8545	0.5765	0.4623	0.7656	0.9122	0.9614	0.8677	
0.15	0.115	0.8626	0.582	0.4797	0.7396	0.9178	0.9579	0.8809	
0.15	0.12	0.8727	0.597	0.5054	0.7292	0.9244	0.957	0.894	
0.15	0.125	0.8822	0.6085	0.5333	0.7083	0.9306	0.9545	0.908	
0.15	0.13	0.8875	0.6143	0.5519	0.6927	0.9342	0.9526	0.9165	
0.15	0.135	0.8923	0.6135	0.5721	0.6615	0.9374	0.9485	0.9265	
0.15	0.14	0.8943	0.6104	0.5829	0.6406	0.9388	0.9458	0.9319	
0.15	0.145	0.8929	0.5975	0.5813	0.6146	0.9383	0.9423	0.9343	
0.15	0.15	0.897	0.6067	0.599	0.6146	0.9407	0.9425	0.9389	
0.12	0.12	0.8593	0.5878	0.473	0.776	0.9151	0.9632	0.8716	
0.12	0.121	0.862	0.5924	0.4791	0.776	0.9169	0.9634	0.8747	
0.12	0.122	0.862	0.5924	0.4791	0.776	0.9169	0.9634	0.8747	
0.12	0.123	0.8633	0.5948	0.4822	0.776	0.9178	0.9634	0.8763	
0.12	0.124	0.8646	0.5972	0.4853	0.776	0.9187	0.9635	0.8778	
0.12	0.125	0.864	0.5944	0.4837	0.7708	0.9183	0.9627	0.8778	
0.12	0.126	0.8646	0.5939	0.4851	0.7656	0.9188	0.9619	0.8794	
0.12	0.127	0.866	0.5963	0.4884	0.7656	0.9197	0.962	0.8809	
0.12	0.128	0.8667	0.5976	0.49	0.7656	0.9201	0.962	0.8817	
0.12	0.129	0.866	0.5947	0.4883	0.7604	0.9197	0.9612	0.8817	
0.12	0.13	0.8667	0.5959	0.4899	0.7604	0.9202	0.9612	0.8824	
0.12	0.131	0.8673	0.5955	0.4915	0.7552	0.9207	0.9605	0.884	
0.12	0.132	0.8673	0.5938	0.4915	0.75	0.9207	0.9597	0.8848	
0.12	0.133	0.8667	0.5892	0.4897	0.7396	0.9204	0.9582	0.8855	
0.12	0.134	0.8667	0.5892	0.4897	0.7396	0.9204	0.9582	0.8855	
0.12	0.135	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.136	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.137	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.138	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.139	0.8667	0.5875	0.4896	0.7344	0.9205	0.9574	0.8863	
0.12	0.14	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.141	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.142	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.143	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.144	0.866	0.5846	0.4878	0.7292	0.9201	0.9566	0.8863	
0.12	0.145	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.146	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.147	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.148	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.149	0.8653	0.5816	0.486	0.724	0.9197	0.9558	0.8863	
0.12	0.15	0.866	0.5828	0.4877	0.724	0.9202	0.9558	0.8871	
0.121	0.12	0.862	0.5924	0.4791	0.776	0.9169	0.9634	0.8747	
0.121	0.121	0.8646	0.5972	0.4853	0.776	0.9187	0.9635	0.8778	
0.121	0.122	0.8646	0.5972	0.4853	0.776	0.9187	0.9635	0.8778	
0.121	0.123	0.866	0.5996	0.4885	0.776	0.9195	0.9636	0.8794	
0.121	0.124	0.8673	0.602	0.4917	0.776	0.9204	0.9636	0.8809	
0.121	0.125	0.8667	0.5992	0.4901	0.7708	0.92	0.9628	0.8809	
0.121	0.126	0.868	0.6	0.4933	0.7656	0.921	0.9621	0.8832	
0.121	0.127	0.8694	0.6025	0.4966	0.7656	0.9218	0.9622	0.8848	
0.121	0.128	0.87	0.6037	0.4983	0.7656	0.9223	0.9622	0.8855	
0.121	0.129	0.8694	0.6008	0.4966	0.7604	0.9219	0.9614	0.8855	
0.121	0.13	0.87	0.6021	0.4983	0.7604	0.9223	0.9614	0.8863	
0.121	0.131	0.8714	0.6029	0.5017	0.7552	0.9233	0.9607	0.8886	
0.121	0.132	0.8714	0.6013	0.5017	0.75	0.9233	0.9599	0.8894	
0.121	0.133	0.8707	0.5966	0.5	0.7396	0.923	0.9584	0.8902	
0.121	0.134	0.8707	0.5966	0.5	0.7396	0.923	0.9584	0.8902	
0.121	0.135	0.8707	0.5949	0.5	0.7344	0.9231	0.9576	0.891	
0.121	0.136	0.8707	0.5949	0.5	0.7344	0.9231	0.9576	0.891	
0.121	0.137	0.8707	0.5949	0.5	0.7344	0.9231	0.9576	0.891	
0.121	0.138	0.8707	0.5949	0.5	0.7344	0.9231	0.9576	0.891	
0.121	0.139	0.8707	0.5949	0.5	0.7344	0.9231	0.9576	0.891	
0.121	0.14	0.87	0.592	0.4982	0.7292	0.9227	0.9568	0.891	
0.121	0.141	0.87	0.592	0.4982	0.7292	0.9227	0.9568	0.891	
0.121	0.142	0.87	0.592	0.4982	0.7292	0.9227	0.9568	0.891	
0.121	0.143	0.87	0.592	0.4982	0.7292	0.9227	0.9568	0.891	
0.121	0.144	0.87	0.592	0.4982	0.7292	0.9227	0.9568	0.891	
0.121	0.145	0.8694	0.589	0.4964	0.724	0.9223	0.956	0.891	
0.121	0.146	0.8694	0.589	0.4964	0.724	0.9223	0.956	0.891	
0.121	0.147	0.8694	0.589	0.4964	0.724	0.9223	0.956	0.891	
0.121	0.148	0.8694	0.589	0.4964	0.724	0.9223	0.956	0.891	
0.121	0.149	0.8694	0.589	0.4964	0.724	0.9223	0.956	0.891	
0.121	0.15	0.87	0.5902	0.4982	0.724	0.9228	0.9561	0.8917	
0.122	0.12	0.864	0.596	0.4838	0.776	0.9182	0.9635	0.877	
0.122	0.121	0.8667	0.6008	0.4901	0.776	0.92	0.9636	0.8801	
0.122	0.122	0.8667	0.6008	0.4901	0.776	0.92	0.9636	0.8801	
0.122	0.123	0.868	0.6032	0.4934	0.776	0.9208	0.9637	0.8817	
0.122	0.124	0.8694	0.6057	0.4967	0.776	0.9217	0.9637	0.8832	
0.122	0.125	0.8687	0.6029	0.495	0.7708	0.9213	0.9629	0.8832	
0.122	0.126	0.87	0.6037	0.4983	0.7656	0.9223	0.9622	0.8855	
0.122	0.127	0.8714	0.6062	0.5017	0.7656	0.9231	0.9622	0.8871	
0.122	0.128	0.8721	0.6074	0.5034	0.7656	0.9236	0.9623	0.8879	
0.122	0.129	0.8714	0.6046	0.5017	0.7604	0.9232	0.9615	0.8879	
0.122	0.13	0.8721	0.6058	0.5034	0.7604	0.9236	0.9615	0.8886	
0.122	0.131	0.8734	0.6067	0.507	0.7552	0.9246	0.9608	0.891	
0.122	0.132	0.8734	0.605	0.507	0.75	0.9246	0.96	0.8917	
0.122	0.133	0.8727	0.6004	0.5053	0.7396	0.9243	0.9585	0.8925	
0.122	0.134	0.8727	0.6004	0.5053	0.7396	0.9243	0.9585	0.8925	
0.122	0.135	0.8727	0.5987	0.5054	0.7344	0.9244	0.9577	0.8933	
0.122	0.136	0.8727	0.5987	0.5054	0.7344	0.9244	0.9577	0.8933	
0.122	0.137	0.8727	0.5987	0.5054	0.7344	0.9244	0.9577	0.8933	
0.122	0.138	0.8727	0.5987	0.5054	0.7344	0.9244	0.9577	0.8933	
0.122	0.139	0.8727	0.5987	0.5054	0.7344	0.9244	0.9577	0.8933	
0.122	0.14	0.8721	0.5957	0.5036	0.7292	0.924	0.9569	0.8933	
0.122	0.141	0.8721	0.5957	0.5036	0.7292	0.924	0.9569	0.8933	
0.122	0.142	0.8721	0.5957	0.5036	0.7292	0.924	0.9569	0.8933	
0.122	0.143	0.8721	0.5957	0.5036	0.7292	0.924	0.9569	0.8933	
0.122	0.144	0.8721	0.5957	0.5036	0.7292	0.924	0.9569	0.8933	
0.122	0.145	0.8714	0.5928	0.5018	0.724	0.9236	0.9561	0.8933	
0.122	0.146	0.8714	0.5928	0.5018	0.724	0.9236	0.9561	0.8933	
0.122	0.147	0.8714	0.5928	0.5018	0.724	0.9236	0.9561	0.8933	
0.122	0.148	0.8714	0.5928	0.5018	0.724	0.9236	0.9561	0.8933	
0.122	0.149	0.8714	0.5928	0.5018	0.724	0.9236	0.9561	0.8933	
0.122	0.15	0.8721	0.594	0.5036	0.724	0.9241	0.9562	0.894	
0.123	0.12	0.866	0.5996	0.4885	0.776	0.9195	0.9636	0.8794	
0.123	0.121	0.8687	0.6045	0.495	0.776	0.9213	0.9637	0.8824	
0.123	0.122	0.8687	0.6045	0.495	0.776	0.9213	0.9637	0.8824	
0.123	0.123	0.8707	0.6082	0.5	0.776	0.9226	0.9638	0.8848	
0.123	0.124	0.8721	0.6107	0.5034	0.776	0.9234	0.9638	0.8863	
0.123	0.125	0.8714	0.6078	0.5017	0.7708	0.9231	0.963	0.8863	
0.123	0.126	0.8727	0.6087	0.5052	0.7656	0.924	0.9623	0.8886	
0.123	0.127	0.8741	0.6112	0.5087	0.7656	0.9249	0.9624	0.8902	
0.123	0.128	0.8747	0.6125	0.5104	0.7656	0.9253	0.9624	0.891	
0.123	0.129	0.8734	0.6067	0.507	0.7552	0.9246	0.9608	0.891	
0.123	0.13	0.8741	0.608	0.5088	0.7552	0.925	0.9608	0.8917	
0.123	0.131	0.8754	0.6089	0.5125	0.75	0.9259	0.9601	0.894	
0.123	0.132	0.8761	0.6085	0.5144	0.7448	0.9264	0.9594	0.8956	
0.123	0.133	0.8754	0.6039	0.5127	0.7344	0.9261	0.9579	0.8964	
0.123	0.134	0.8754	0.6039	0.5127	0.7344	0.9261	0.9579	0.8964	
0.123	0.135	0.8754	0.6022	0.5128	0.7292	0.9261	0.9571	0.8971	
0.123	0.136	0.8747	0.5991	0.511	0.724	0.9258	0.9563	0.8971	
0.123	0.137	0.8747	0.5991	0.511	0.724	0.9258	0.9563	0.8971	
0.123	0.138	0.8747	0.5991	0.511	0.724	0.9258	0.9563	0.8971	
0.123	0.139	0.8747	0.5991	0.511	0.724	0.9258	0.9563	0.8971	
