Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall	Red F2R1P
0.022000000000000002	0.16	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.162	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.16399999999999998	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.166	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.168	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.17	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.172	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.174	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.17600000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.17800000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.18	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.182	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.184	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.18600000000000003	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.188	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.19	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.192	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.19399999999999998	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.196	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.198	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.022000000000000002	0.2	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.02	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.022000000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.024	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.026000000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.027999999999999997	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.03	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.032	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.034	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.036000000000000004	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.038	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.04	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.042	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.044000000000000004	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.046	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.048	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
