Path	Red F1
LOSS0.25_8DBS3.74_8CHS4576.6_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS8_F24_S4	0.2287	
LOSS0.25_8DBS3.78_8CHS4422.09_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS16_F24_S4	0.6474	
LOSS0.25_8DBS3.81_8CHS4287.66_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS4_F24_S4	0.6569	
LOSS0.25_8DBS3.93_8CHS4051.43_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS8_F48_S4	0.6518	
LOSS0.25_8DBS3.94_8CHS4028.06_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS16_F8_S2	0.5767	
LOSS0.25_8DBS3.95_8CHS4010.65_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS4_F8_S1	0.661	
LOSS0.25_8DBS3.96_8CHS4070.43_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS8_F24_S4	0.2287	
LOSS0.25_8DBS3.97_8CHS3949.57_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS4_F8_S2	0.6082	
LOSS0.25_8DBS3.98_8CHS3929.02_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F24_S1	0.6096	
LOSS0.25_8DBS4.04_8CHS3988.24_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS4_F8_S1	0.6176	
LOSS0.25_8DBS4.04_8CHS4289.73_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS16_F24_S2	0.2287	
LOSS0.25_8DBS4.13_8CHS3851.46_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS8_F24_S2	0.2287	
LOSS0.25_8DBS4.26_8CHS3589.64_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS4_F24_S2	0.2381	
LOSS0.25_8DBS4.27_8CHS3606.15_LATENT8_STDEV0.05_BS128_E10_LR0.001_KS4_F24_S2	0.2287	
LOSS0.26_8DBS3.54_8CHS4982.26_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS8_F8_S1	0.2287	
LOSS0.26_8DBS3.66_8CHS4774.09_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS4_F24_S2	0.2984	
LOSS0.26_8DBS3.67_8CHS4629.82_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS16_F48_S4	0.658	
LOSS0.26_8DBS3.82_8CHS4274.93_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS16_F24_S1	0.3917	
LOSS0.26_8DBS3.8_8CHS4313.84_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS8_F24_S1	0.6341	
LOSS0.26_8DBS3.95_8CHS3997.81_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS16_F24_S1	0.6629	
LOSS0.26_8DBS3.96_8CHS3991.07_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS16_F24_S2	0.2317	
LOSS0.26_8DBS3.98_8CHS4015.76_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS16_F8_S2	0.6276	
LOSS0.26_8DBS3.99_8CHS3915.58_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F48_S4	0.6168	
LOSS0.26_8DBS4.01_8CHS4008.72_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS16_F24_S2	0.2287	
LOSS0.26_8DBS4.02_8CHS3864.81_LATENT8_STDEV0.05_BS128_E5_LR0.005_KS8_F48_S1	0.6746	
LOSS0.26_8DBS4.06_8CHS4062.87_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS8_F24_S1	0.2328	
LOSS0.26_8DBS4.14_8CHS3637.71_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F24_S2	0.4076	
LOSS0.26_8DBS4.17_8CHS3700.25_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS4_F8_S1	0.2304	
LOSS0.26_8DBS4.19_8CHS3578.51_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS16_F48_S1	0.2287	
LOSS0.26_8DBS4.3_8CHS3732.45_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS4_F48_S4	0.2287	
LOSS0.26_8DBS4.41_8CHS3708.84_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS8_F48_S2	0.2287	
LOSS0.26_8DBS4.59_8CHS2957.61_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS16_F48_S2	0.2287	
LOSS0.27_8DBS3.62_8CHS4756.75_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F8_S4	0.6424	
LOSS0.27_8DBS3.66_8CHS4789.95_LATENT8_STDEV0.05_BS128_E1_LR0.0005_KS8_F48_S4	0.5096	
LOSS0.27_8DBS3.71_8CHS4523.04_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS4_F24_S1	0.563	
LOSS0.27_8DBS3.77_8CHS4510.07_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS4_F48_S2	0.2582	
LOSS0.27_8DBS3.82_8CHS4294.73_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS4_F48_S4	0.2287	
LOSS0.27_8DBS3.94_8CHS4103.81_LATENT8_STDEV0.05_BS128_E1_LR0.0005_KS8_F24_S2	0.2287	
LOSS0.27_8DBS3.96_8CHS4078.37_LATENT8_STDEV0.05_BS128_E5_LR0.0005_KS16_F24_S1	0.229	
LOSS0.27_8DBS3.98_8CHS3954.55_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS8_F48_S4	0.5017	
LOSS0.27_8DBS4.0_8CHS4070.46_LATENT8_STDEV0.05_BS128_E5_LR0.0005_KS8_F24_S1	0.5646	
LOSS0.27_8DBS4.27_8CHS3532.13_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS4_F8_S2	0.2287	
LOSS0.27_8DBS4.43_8CHS3307.62_LATENT8_STDEV0.05_BS128_E10_LR0.001_KS4_F24_S1	0.2329	
LOSS0.28_8DBS3.02_8CHS6984.79_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS8_F48_S2	0.2287	
LOSS0.28_8DBS3.65_8CHS4666.9_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS8_F48_S4	0.6087	
LOSS0.28_8DBS3.73_8CHS4521.5_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS8_F8_S1	0.6506	
LOSS0.28_8DBS3.85_8CHS4199.78_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS4_F24_S1	0.6516	
LOSS0.28_8DBS3.99_8CHS4153.04_LATENT8_STDEV0.05_BS128_E5_LR0.0005_KS16_F48_S4	0.2287	
LOSS0.28_8DBS4.01_8CHS3935.15_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS4_F24_S4	0.2287	
LOSS0.28_8DBS4.05_8CHS3927.06_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS4_F8_S4	0.2287	
LOSS0.28_8DBS4.17_8CHS3609.45_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS8_F24_S1	0.2287	
LOSS0.28_8DBS4.22_8CHS3717.0_LATENT8_STDEV0.05_BS128_E10_LR0.001_KS8_F24_S4	0.2357	
LOSS0.28_8DBS4.25_8CHS3748.91_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS16_F48_S4	0.2287	
LOSS0.28_8DBS4.3_8CHS3592.26_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS4_F24_S4	0.2287	
LOSS0.28_8DBS4.56_8CHS3277.69_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS16_F24_S2	0.2533	
LOSS0.28_8DBS4.92_8CHS2897.06_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS16_F48_S2	0.2288	
LOSS0.29_8DBS3.55_8CHS4950.04_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS16_F24_S1	0.4431	
LOSS0.29_8DBS3.62_8CHS4770.78_LATENT8_STDEV0.05_BS128_E20_LR0.001_KS8_F8_S2	0.5759	
LOSS0.29_8DBS3.71_8CHS4522.89_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS16_F48_S1	0.6227	
LOSS0.29_8DBS3.77_8CHS4405.05_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS8_F48_S1	0.4545	
LOSS0.29_8DBS3.81_8CHS4302.06_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS4_F24_S2	0.654	
LOSS0.29_8DBS3.84_8CHS4229.12_LATENT8_STDEV0.1_BS128_E20_LR0.01_KS8_F24_S4	0.6316	
LOSS0.29_8DBS3.85_8CHS4211.04_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS8_F24_S4	0.6053	
LOSS0.29_8DBS3.85_8CHS4295.22_LATENT8_STDEV0.05_BS128_E5_LR0.0005_KS16_F24_S4	0.2287	
LOSS0.29_8DBS3.87_8CHS4163.93_LATENT8_STDEV0.1_BS128_E5_LR0.01_KS4_F8_S4	0.6458	
LOSS0.29_8DBS3.87_8CHS4200.39_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS8_F24_S4	0.2287	
LOSS0.29_8DBS3.89_8CHS4186.39_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS16_F24_S1	0.2301	
LOSS0.29_8DBS3.92_8CHS4071.76_LATENT8_STDEV0.1_BS128_E5_LR0.005_KS4_F48_S4	0.2287	
LOSS0.29_8DBS3.95_8CHS3987.83_LATENT8_STDEV0.1_BS128_E5_LR0.01_KS8_F8_S1	0.6418	
LOSS0.29_8DBS3.95_8CHS3992.58_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS8_F24_S2	0.5167	
LOSS0.29_8DBS3.95_8CHS4100.15_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS8_F8_S2	0.546	
LOSS0.29_8DBS3.96_8CHS4027.21_LATENT8_STDEV0.1_BS128_E1_LR0.001_KS16_F48_S2	0.2287	
LOSS0.29_8DBS4.07_8CHS3764.98_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS16_F48_S1	0.5263	
LOSS0.29_8DBS4.07_8CHS3828.89_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS4_F24_S4	0.2287	
LOSS0.29_8DBS4.08_8CHS3964.5_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS8_F24_S4	0.2287	
LOSS0.29_8DBS4.15_8CHS3639.98_LATENT8_STDEV0.1_BS128_E1_LR0.01_KS4_F48_S4	0.2287	
LOSS0.29_8DBS4.18_8CHS3600.65_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS8_F48_S4	0.2301	
LOSS0.29_8DBS4.24_8CHS3493.91_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS4_F48_S4	0.2287	
LOSS0.29_8DBS4.25_8CHS3529.59_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS4_F24_S1	0.2287	
LOSS0.29_8DBS4.26_8CHS3473.52_LATENT8_STDEV0.1_BS128_E5_LR0.001_KS16_F48_S2	0.2287	
LOSS0.29_8DBS4.32_8CHS3635.77_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS4_F24_S1	0.2287	
LOSS0.29_8DBS4.36_8CHS3369.5_LATENT8_STDEV0.1_BS128_E5_LR0.001_KS16_F48_S4	0.2287	
LOSS0.29_8DBS4.3_8CHS3366.65_LATENT8_STDEV0.1_BS128_E5_LR0.01_KS16_F8_S2	0.6442	
LOSS0.29_8DBS4.45_8CHS3164.72_LATENT8_STDEV0.1_BS128_E5_LR0.005_KS8_F24_S4	0.2287	
LOSS0.29_8DBS4.47_8CHS3184.51_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS4_F48_S1	0.2508	
LOSS0.29_8DBS4.58_8CHS3061.06_LATENT8_STDEV0.1_BS128_E1_LR0.001_KS8_F48_S2	0.2287	
LOSS0.29_8DBS4.68_8CHS2938.74_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS8_F24_S4	0.2287	
LOSS0.29_8DBS4.76_8CHS3062.28_LATENT8_STDEV0.1_BS128_E5_LR0.0005_KS16_F48_S1	0.2287	
LOSS0.29_8DBS4.85_8CHS2803.88_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS4_F48_S4	0.229	
LOSS0.29_8DBS4.86_8CHS2672.59_LATENT8_STDEV0.1_BS128_E10_LR0.005_KS8_F48_S4	0.2287	
LOSS0.29_8DBS4.88_8CHS2648.49_LATENT8_STDEV0.1_BS128_E1_LR0.01_KS8_F24_S4	0.2287	
LOSS0.29_8DBS4.89_8CHS2883.07_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS16_F48_S1	0.2287	
LOSS0.29_8DBS5.06_8CHS2743.48_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS16_F48_S4	0.2287	
LOSS0.2_8DBS3.42_8CHS5337.23_LATENT8_STDEV0.05_BS128_E5_LR0.005_KS16_F48_S4	0.2287	
LOSS0.2_8DBS3.62_8CHS4808.75_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS16_F48_S1	0.5618	
LOSS0.2_8DBS3.66_8CHS4655.84_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F24_S4	0.6139	
LOSS0.2_8DBS3.66_8CHS4802.78_LATENT8_STDEV0.05_BS128_E1_LR0.0005_KS4_F48_S2	0.2297	
LOSS0.2_8DBS3.68_8CHS4588.44_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS4_F24_S2	0.5865	
LOSS0.2_8DBS3.68_8CHS4596.47_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS8_F48_S2	0.6514	
LOSS0.2_8DBS3.71_8CHS4541.97_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS8_F48_S1	0.53	
LOSS0.2_8DBS3.71_8CHS4545.79_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS16_F8_S2	0.672	
LOSS0.2_8DBS3.74_8CHS4470.88_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS8_F8_S1	0.5361	
LOSS0.2_8DBS3.76_8CHS4411.54_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS8_F8_S2	0.591	
LOSS0.2_8DBS3.77_8CHS4378.16_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS8_F8_S4	0.6239	
LOSS0.2_8DBS3.77_8CHS4380.48_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS8_F8_S2	0.6518	
LOSS0.2_8DBS3.78_8CHS4357.74_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS8_F8_S2	0.6536	
LOSS0.2_8DBS3.78_8CHS4364.24_LATENT8_STDEV0.05_BS128_E5_LR0.01_KS16_F8_S4	0.5937	
LOSS0.2_8DBS3.78_8CHS4366.82_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS4_F8_S1	0.5644	
LOSS0.2_8DBS3.81_8CHS4376.75_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS8_F48_S4	0.2287	
LOSS0.2_8DBS3.84_8CHS4230.03_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS4_F48_S2	0.6592	
LOSS0.2_8DBS3.84_8CHS4235.04_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS16_F8_S2	0.625	
LOSS0.2_8DBS3.85_8CHS4208.56_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS16_F48_S4	0.6685	
LOSS0.2_8DBS3.88_8CHS4128.68_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS4_F8_S4	0.6213	
LOSS0.2_8DBS3.88_8CHS4243.88_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS4_F8_S4	0.2287	
LOSS0.2_8DBS3.8_8CHS4418.51_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS4_F24_S1	0.6174	
LOSS0.2_8DBS3.91_8CHS4298.64_LATENT8_STDEV0.05_BS128_E5_LR0.0005_KS16_F48_S1	0.2287	
LOSS0.2_8DBS3.92_8CHS4056.48_LATENT8_STDEV0.05_BS128_E5_LR0.005_KS4_F8_S4	0.6649	
LOSS0.2_8DBS3.96_8CHS3979.71_LATENT8_STDEV0.05_BS128_E5_LR0.005_KS4_F48_S2	0.6503	
LOSS0.2_8DBS3.97_8CHS4026.54_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS8_F24_S4	0.2287	
LOSS0.2_8DBS4.02_8CHS4441.5_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS16_F48_S4	0.2287	
LOSS0.2_8DBS4.05_8CHS4099.28_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS16_F48_S2	0.229	
LOSS0.2_8DBS4.16_8CHS3626.68_LATENT8_STDEV0.05_BS128_E10_LR0.001_KS16_F24_S2	0.2287	
LOSS0.2_8DBS4.1_8CHS3830.81_LATENT8_STDEV0.05_BS128_E20_LR0.0005_KS4_F48_S1	0.2287	
LOSS0.2_8DBS4.24_8CHS3516.7_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS8_F8_S4	0.2287	
LOSS0.2_8DBS4.29_8CHS3427.15_LATENT8_STDEV0.05_BS128_E1_LR0.005_KS8_F24_S2	0.2287	
LOSS0.2_8DBS4.39_8CHS3299.14_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS4_F24_S4	0.2287	
LOSS0.2_8DBS4.54_8CHS3278.04_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS16_F48_S1	0.2287	
LOSS0.2_8DBS4.54_8CHS3307.32_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS8_F48_S4	0.2287	
LOSS0.2_8DBS4.6_8CHS3195.63_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS4_F48_S4	0.2287	
LOSS0.3_8DBS3.61_8CHS4811.86_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS16_F48_S4	0.2287	
LOSS0.3_8DBS3.62_8CHS4746.98_LATENT8_STDEV0.05_BS128_E20_LR0.005_KS8_F48_S1	0.6167	
LOSS0.3_8DBS3.65_8CHS4912.88_LATENT8_STDEV0.05_BS128_E1_LR0.001_KS8_F8_S1	0.4421	
LOSS0.3_8DBS3.81_8CHS4353.43_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS8_F24_S4	0.2287	
LOSS0.3_8DBS3.81_8CHS4468.1_LATENT8_STDEV0.1_BS128_E1_LR0.001_KS8_F24_S1	0.2287	
LOSS0.3_8DBS3.84_8CHS4218.25_LATENT8_STDEV0.05_BS128_E10_LR0.005_KS16_F48_S2	0.5638	
LOSS0.3_8DBS3.84_8CHS4238.33_LATENT8_STDEV0.1_BS128_E5_LR0.005_KS8_F8_S1	0.5729	
LOSS0.3_8DBS3.85_8CHS4193.0_LATENT8_STDEV0.1_BS128_E20_LR0.01_KS16_F24_S4	0.6568	
LOSS0.3_8DBS3.86_8CHS4211.09_LATENT8_STDEV0.1_BS128_E5_LR0.005_KS4_F24_S4	0.661	
LOSS0.3_8DBS3.89_8CHS4155.62_LATENT8_STDEV0.05_BS128_E5_LR0.001_KS4_F8_S1	0.6299	
LOSS0.3_8DBS3.92_8CHS4060.22_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS4_F24_S4	0.6557	
LOSS0.3_8DBS3.93_8CHS4035.24_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS8_F48_S4	0.5922	
LOSS0.3_8DBS3.94_8CHS4483.68_LATENT8_STDEV0.05_BS128_E20_LR0.01_KS16_F48_S2	0.2287	
LOSS0.3_8DBS3.99_8CHS3925.36_LATENT8_STDEV0.1_BS128_E5_LR0.005_KS16_F8_S2	0.6271	
LOSS0.3_8DBS3.9_8CHS4102.39_LATENT8_STDEV0.05_BS128_E10_LR0.01_KS8_F48_S2	0.6007	
LOSS0.3_8DBS3.9_8CHS4113.47_LATENT8_STDEV0.1_BS128_E5_LR0.01_KS4_F8_S2	0.6628	
LOSS0.3_8DBS4.01_8CHS3875.39_LATENT8_STDEV0.1_BS128_E20_LR0.01_KS8_F8_S4	0.6757	
LOSS0.3_8DBS4.05_8CHS3806.06_LATENT8_STDEV0.1_BS128_E10_LR0.01_KS16_F8_S4	0.6256	
LOSS0.3_8DBS4.07_8CHS3819.56_LATENT8_STDEV0.1_BS128_E1_LR0.01_KS8_F8_S4	0.2287	
LOSS0.3_8DBS4.11_8CHS3678.55_LATENT8_STDEV0.1_BS128_E20_LR0.01_KS4_F8_S4	0.655	
LOSS0.3_8DBS4.15_8CHS3697.71_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS8_F48_S2	0.2287	
LOSS0.3_8DBS4.24_8CHS3485.41_LATENT8_STDEV0.1_BS128_E1_LR0.01_KS4_F8_S4	0.6429	
LOSS0.3_8DBS4.25_8CHS3887.54_LATENT8_STDEV0.1_BS128_E5_LR0.0005_KS8_F48_S1	0.2287	
LOSS0.3_8DBS4.26_8CHS3562.76_LATENT8_STDEV0.1_BS128_E1_LR0.001_KS8_F48_S1	0.2287	
LOSS0.3_8DBS4.31_8CHS3426.99_LATENT8_STDEV0.1_BS128_E1_LR0.0005_KS16_F48_S4	0.2287	
LOSS0.3_8DBS4.39_8CHS3293.22_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS8_F8_S2	0.5251	
LOSS0.3_8DBS4.3_8CHS3376.18_LATENT8_STDEV0.1_BS128_E1_LR0.005_KS16_F8_S4	0.6225	
LOSS0.3_8DBS4.44_8CHS3157.62_LATENT8_STDEV0.1_BS128_E5_LR0.001_KS16_F48_S1	0.2287	
LOSS0.3_8DBS4.45_8CHS3640.87_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS16_F48_S2	0.2287	
LOSS0.3_8DBS4.46_8CHS3286.93_LATENT8_STDEV0.1_BS128_E10_LR0.005_KS16_F24_S4	0.2287	
LOSS0.3_8DBS4.48_8CHS3458.47_LATENT8_STDEV0.1_BS128_E10_LR0.0005_KS16_F48_S1	0.2287	
LOSS0.3_8DBS4.53_8CHS3550.64_LATENT8_STDEV0.1_BS128_E5_LR0.001_KS8_F48_S2	0.2287	
LOSS0.3_8DBS4.56_8CHS3010.83_LATENT8_STDEV0.05_BS128_E1_LR0.01_KS8_F48_S2	0.2287	
LOSS0.3_8DBS4.59_8CHS3084.19_LATENT8_STDEV0.05_BS128_E10_LR0.0005_KS4_F24_S4	0.2287	
LOSS0.3_8DBS4.59_8CHS3231.4_LATENT8_STDEV0.1_BS128_E10_LR0.005_KS8_F24_S4	0.2287	
LOSS0.3_8DBS4.64_8CHS2907.41_LATENT8_STDEV0.1_BS128_E5_LR0.001_KS4_F48_S4	0.2287	
LOSS0.3_8DBS4.73_8CHS2950.31_LATENT8_STDEV0.1_BS128_E20_LR0.005_KS4_F24_S2	0.2329	
LOSS0.3_8DBS4.87_8CHS3077.49_LATENT8_STDEV0.1_BS128_E10_LR0.001_KS4_F48_S2	0.2287	
LOSS0.3_8DBS4.89_8CHS2678.73_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS16_F48_S1	0.2287	
LOSS0.3_8DBS4.91_8CHS2866.87_LATENT8_STDEV0.1_BS128_E5_LR0.0005_KS16_F48_S4	0.2287	
LOSS0.3_8DBS4.93_8CHS2822.95_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS8_F48_S2	0.2316	
LOSS0.3_8DBS4.98_8CHS2709.23_LATENT8_STDEV0.1_BS128_E5_LR0.0005_KS16_F48_S2	0.2287	
LOSS0.3_8DBS4.9_8CHS2969.28_LATENT8_STDEV0.1_BS128_E20_LR0.001_KS8_F48_S1	0.2287	
